Iteration	Posterior	Likelihood	Prior	rate_log_sd	tree_length
0	-2141.9	-2463.414	321.5137	1.821962	1.096067
6	-2143.208	-2464.721	321.5137	1.821962	1.096067
12	-2145.109	-2466.623	321.5137	1.821962	1.096067
18	-2144.593	-2466.107	321.5137	1.821962	1.096067
24	-2145.664	-2467.178	321.5137	1.821962	1.096067
30	-2143.623	-2465.136	321.5137	1.821962	1.096067
36	-2149.227	-2470.741	321.5137	1.821962	1.096067
42	-2147.049	-2468.646	321.5969	1.957039	0.8732871
48	-2151.963	-2473.731	321.7676	1.793817	0.8644521
54	-2149.654	-2471.363	321.7089	1.949268	0.7348768
60	-2155.924	-2476.955	321.0311	1.675937	1.59927
66	-2151.955	-2473.262	321.307	1.609877	1.442935
72	-2152.845	-2474.588	321.7429	1.790958	0.8964156
78	-2148.04	-2469.786	321.7462	1.847243	0.8252804
84	-2157.975	-2479.048	321.0731	1.541	1.666217
90	-2148.622	-2469.607	320.9847	1.521227	1.742785
96	-2162.9	-2483.842	320.9423	1.399632	1.856374
102	-2148.196	-2469.91	321.7138	1.644523	1.075037
108	-2137.898	-2459.378	321.48	1.595311	1.318638
114	-2151.335	-2473.019	321.6843	1.815884	0.9334812
120	-2141.215	-2462.95	321.7351	1.919856	0.7399766
126	-2139.648	-2461.301	321.6536	2.053337	0.6462129
132	-2162.674	-2484.266	321.592	2.121027	0.6323297
138	-2157.462	-2479.028	321.5663	2.162594	0.5882982
144	-2144.697	-2466.262	321.5651	2.162594	0.5922375
150	-2149.396	-2471.04	321.644	2.083714	0.5922375
156	-2160.525	-2482.19	321.6645	2.044097	0.6425369
162	-2162.253	-2483.181	320.9284	1.513003	1.787811
168	-2155.855	-2477.3	321.4447	1.586922	1.35359
174	-2166.304	-2487.594	321.2903	1.56954	1.486192
180	-2160.33	-2481.12	320.7906	1.479832	1.905079
186	-2156.59	-2477.839	321.2496	1.534818	1.542496
192	-2142.405	-2463.75	321.3444	2.390834	0.4407306
198	-2137.042	-2458.511	321.469	2.266224	0.4407306
204	-2138.933	-2460.409	321.4766	2.266224	0.4958022
210	-2143.415	-2464.957	321.5425	2.200326	0.4994134
216	-2146.808	-2468.485	321.6769	2.045056	0.6092574
222	-2138.247	-2459.323	321.0762	1.509039	1.686782
228	-2145.739	-2467.061	321.3212	1.587881	1.448825
234	-2141.004	-2462.641	321.6366	2.006088	0.7583423
240	-2143.642	-2465.301	321.6589	1.872375	0.8992691
246	-2147.96	-2469.39	321.4291	1.954122	1.051524
252	-2149.994	-2470.896	320.9021	1.462362	1.840877
258	-2159.076	-2480.682	321.6061	1.495503	1.29736
264	-2142.235	-2463.886	321.6506	1.923752	0.8489448
270	-2154.631	-2476.352	321.7212	1.923752	0.7550429
276	-2141.153	-2462.79	321.6371	1.86962	0.9264106
282	-2156.899	-2478.003	321.1035	1.479455	1.688406
288	-2148.125	-2469.746	321.6211	1.51581	1.268442
294	-2136.784	-2457.599	320.8155	1.536274	1.849578
300	-2141.188	-2462.557	321.3689	1.536274	1.451807
306	-2153.002	-2474.017	321.0148	1.632794	1.64222
312	-2155.383	-2476.7	321.3168	1.609476	1.435696
318	-2144.488	-2465.949	321.4613	1.609476	1.322318
324	-2138.88	-2460.294	321.4139	1.71707	1.273368
330	-2131.512	-2452.939	321.4264	1.681284	1.292434
336	-2159.363	-2480.681	321.3174	1.874448	1.222535
342	-2175.04	-2496.531	321.4911	1.746499	1.183374
348	-2182.38	-2503.989	321.6091	1.728991	1.093829
354	-2176.221	-2497.402	321.1814	1.675293	1.488557
360	-2160.403	-2481.966	321.5627	1.707583	1.154861
366	-2167.415	-2488.99	321.5752	1.671594	1.175448
372	-2160.277	-2481.916	321.6384	1.78291	1.014564
378	-2160.209	-2481.716	321.5076	1.647518	1.253374
384	-2178.87	-2499.755	320.885	1.577353	1.773242
390	-2159.354	-2481.016	321.6618	1.818302	0.9549158
396	-2143.134	-2464.768	321.6347	1.820618	0.9804671
402	-2149.289	-2470.893	321.6045	1.817477	1.013967
408	-2135.821	-2457.415	321.5949	1.801336	1.039081
414	-2151.406	-2473.004	321.598	1.89121	0.9452099
420	-2152.009	-2473.505	321.4955	1.804013	1.128854
426	-2160.494	-2481.856	321.3624	1.786871	1.258209
432	-2157.001	-2478.646	321.6452	1.741174	1.048493
438	-2164.932	-2486.612	321.6795	1.746578	1.009847
444	-2160.375	-2481.594	321.2188	1.661828	1.470529
450	-2156.715	-2477.794	321.079	1.528815	1.670733
456	-2150.475	-2471.968	321.4926	1.668188	1.248634
462	-2154.505	-2476.212	321.7075	1.788315	0.9382604
468	-2146.869	-2468.461	321.5924	1.771725	1.069536
474	-2148.016	-2469.004	320.9885	1.618357	1.671421
480	-2153.468	-2474.714	321.2461	1.623893	1.478529
486	-2142.363	-2463.34	320.9773	1.507043	1.757905
492	-2150.801	-2471.853	321.052	1.575996	1.656342
498	-2149.024	-2470.533	321.5089	1.575996	1.310923
504	-2152.8	-2473.977	321.1771	1.579318	1.563139
510	-2148.144	-2469.536	321.3915	1.615449	1.373039
516	-2157.598	-2478.498	320.9007	1.633345	1.723061
522	-2153.49	-2475.005	321.515	1.702245	1.200968
528	-2153.119	-2474.678	321.559	1.776046	1.096559
534	-2150.878	-2472.471	321.5932	1.855959	0.9868067
540	-2163.015	-2484.473	321.4588	1.751047	1.207306
546	-2167.882	-2489.545	321.6631	1.691608	1.07837
552	-2154.024	-2475.707	321.6826	1.913649	0.8216799
558	-2144.733	-2466.418	321.6851	1.937661	0.7866674
564	-2150.935	-2472.505	321.57	1.937661	0.9254401
570	-2145.744	-2467.29	321.5464	2.083748	0.7763249
576	-2137.262	-2458.85	321.5872	1.99854	0.8349062
582	-2146.488	-2468.116	321.6285	2.062024	0.6797432
588	-2155.397	-2477.04	321.6431	2.062024	0.6503174
594	-2156.988	-2478.613	321.6248	2.088758	0.6310767
600	-2156.975	-2478.578	321.6038	2.109742	0.6310767
606	-2155.969	-2477.577	321.6078	2.075594	0.6927402
612	-2167.199	-2488.798	321.599	1.842856	0.9941491
618	-2146.249	-2467.894	321.6448	1.797029	0.9941491
624	-2157.06	-2478.374	321.3137	1.779992	1.303838
630	-2144.069	-2465.667	321.5978	2.09484	0.6757089
636	-2152.266	-2473.798	321.5323	2.210495	0.493554
642	-2158.33	-2479.766	321.4361	2.301499	0.450567
648	-2168.871	-2490.354	321.4832	2.243994	0.593695
654	-2154.719	-2476.233	321.5134	2.229261	0.5094572
660	-2150.541	-2472.015	321.4738	2.269061	0.5017322
666	-2150.993	-2472.407	321.4148	2.327375	0.5187117
672	-2140.463	-2461.728	321.2655	1.629757	1.459401
678	-2134.376	-2455.909	321.5324	1.70691	1.18197
684	-2131.38	-2452.813	321.4328	1.753962	1.226873
690	-2134.877	-2456.402	321.5242	1.836419	1.072896
696	-2147.894	-2469.523	321.6298	1.716192	1.086488
702	-2135.05	-2456.636	321.5856	2.008729	0.8241102
708	-2143.456	-2464.986	321.5296	2.051732	0.8403659
714	-2138.765	-2460.416	321.651	1.931136	0.8393779
720	-2150.028	-2471.639	321.611	1.773217	1.050592
726	-2153.022	-2474.685	321.6626	1.786771	0.9865174
732	-2144.927	-2466.622	321.6955	1.795954	0.9428498
738	-2148.511	-2470.188	321.677	1.701509	1.055952
744	-2145.557	-2467.146	321.5896	1.962279	0.8757625
750	-2141.253	-2462.698	321.4453	1.71728	1.247163
756	-2144.019	-2465.496	321.477	1.658125	1.269934
762	-2146.924	-2468.551	321.6278	1.712944	1.091377
768	-2146.669	-2468.341	321.6721	1.84115	0.919334
774	-2148.767	-2470.206	321.4389	1.62144	1.330652
780	-2155.833	-2477.424	321.5914	1.912418	0.9295668
786	-2148.123	-2469.84	321.7161	1.838489	0.8725278
792	-2158.718	-2480.344	321.6254	1.801281	1.009274
798	-2151.11	-2472.783	321.6723	1.754431	1.009274
804	-2150.74	-2472.426	321.6865	1.851831	0.8913286
810	-2152.343	-2473.916	321.5732	1.914393	0.9469177
816	-2145.685	-2467.309	321.6242	1.914393	0.8909975
822	-2147.122	-2468.618	321.4953	1.780419	1.150018
828	-2151.182	-2472.524	321.342	1.811154	1.255016
834	-2153.557	-2475.168	321.6105	1.811154	1.014226
840	-2162.931	-2484.067	321.1363	1.654887	1.537468
846	-2152.078	-2473.209	321.1316	1.575248	1.599429
852	-2141.941	-2463.395	321.4531	1.643675	1.301318
858	-2142.496	-2463.961	321.465	1.668276	1.271464
864	-2151.637	-2473.012	321.3756	1.537619	1.445733
870	-2145.831	-2466.951	321.1197	1.486784	1.671705
876	-2149.612	-2470.593	320.9812	1.466982	1.783114
882	-2153.942	-2475.413	321.4711	1.51851	1.386648
888	-2151.843	-2473.117	321.2741	1.468125	1.573589
894	-2156.431	-2477.714	321.2834	1.535445	1.516923
